  2.40000000000000e+00 -2.23825213972008e+00 2.90383829547781e-17 9.99999999999994e-01 4.40912996406137e-05  4.29189318583254e-05  -1.31758014057150e-04 9.99987432139249e-01
  2.50000000000000e+00 -2.23825212155151e+00 -4.55926908692240e-17 9.99999999999995e-01 2.15203465993295e-05  2.04292300086749e-05  -1.89290114453877e-04 9.99987204816130e-01
  2.60000000000000e+00 -2.23825210535917e+00 -7.33312978834719e-17 9.99999999999994e-01 -7.11559552018630e-06  -8.12351958821400e-06  -2.50148058534122e-04 9.99987000387012e-01
  2.70000000000000e+00 -2.23825209049994e+00 2.44396842280525e-17 9.99999999999994e-01 -4.18037603126604e-05  -4.27267013145701e-05  -3.12423507707123e-04 9.99986817923118e-01
  2.80000000000000e+00 -2.23825207624142e+00 -1.65701016256737e-18 9.99999999999994e-01 -8.22847053959253e-05  -8.31210267538130e-05  -3.73916772113045e-04 9.99986656253921e-01
  2.90000000000000e+00 -2.23825206182207e+00 -4.47513526525182e-17 9.99999999999993e-01 -1.28031495422610e-04  -1.28779717405581e-04  -4.32194952331883e-04 9.99986514048842e-01
  3.00000000000000e+00 -2.23825204653197e+00 4.50878530611626e-17 9.99999999999994e-01 -1.78237439731436e-04  -1.78896242049147e-04  -4.84663961082058e-04 9.99986389929928e-01
  3.10000000000000e+00 -2.23825202980958e+00 1.01204171359369e-16 9.99999999999993e-01 -2.31813598999667e-04  -2.32381823101320e-04  -5.28652596854585e-04 9.99986282608786e-01
  3.20000000000000e+00 -2.23825201134278e+00 -1.52295234476004e-16 9.99999999999993e-01 -2.87396983976694e-04  -2.87873635040202e-04  -5.61506295066596e-04 9.99986191034598e-01
  3.30000000000000e+00 -2.23825199115990e+00 -6.17971988879585e-17 9.99999999999994e-01 -3.43370026929166e-04  -3.43754275556850e-04  -5.80687697438041e-04 9.99986114535847e-01
  3.40000000000000e+00 -2.23825196969558e+00 -4.28747421676074e-17 9.99999999999993e-01 -3.97891522870534e-04  -3.98182706464869e-04  -5.83880776196415e-04 9.99986052933627e-01
  3.50000000000000e+00 -2.23825194781395e+00 -6.91006171287863e-18 9.99999999999993e-01 -4.48938824892528e-04  -4.49136448732053e-04  -5.69094943524296e-04 9.99986006604330e-01
  3.60000000000000e+00 -2.23825192677609e+00 1.26493194633361e-18 9.99999999999992e-01 -4.94360649412972e-04  -4.94464387408329e-04  -5.34765382709885e-04 9.99985976470825e-01
  3.70000000000000e+00 -2.23825190814212e+00 -9.00950022815703e-17 9.99999999999993e-01 -5.31939417371459e-04  -5.31949112503612e-04  -4.79845766714244e-04 9.99985963907026e-01
  3.80000000000000e+00 -2.23825189360696e+00 -1.52961949510248e-16 9.99999999999991e-01 -5.59461641508600e-04  -5.59377305961986e-04  -4.03889589493391e-04 9.99985970549597e-01
